question,body no carry,body carry,paraphrase no carry,paraphrase carry,answer no carry,answer carry,answer,Carry Operation,Num. Carries
How many irons does Ava have?,Ryan has 897 irons. Ava has 705 fewer irons than Ryan.,Ryan has 935 irons. Ava has 743 fewer irons than Ryan.,Ryan has 897 irons. Ava has 705 fewer irons than Ryan. How many irons does Ava have?,Ryan has 935 irons. Ava has 743 fewer irons than Ryan. How many irons does Ava have?,192,192,192,Subtraction,1
How many kilograms of gold does Charlotte have?,Scarlett has 773 kilograms of gold. Charlotte has 214 kilograms of gold more than Scarlett.,Scarlett has 589 kilograms of gold. Charlotte has 398 kilograms of gold more than Scarlett.,Scarlett has 773 kilograms of gold. Charlotte has 214 kilograms more gold than Scarlett. How many kilograms of gold does Charlotte have?,Scarlett has 589 kilograms of gold. Charlotte has 398 kilograms more gold than Scarlett. How many kilograms of gold does Charlotte have?,987,987,987,Addition,2
How many acres of farmland does Nicholas have?,Olivia has 718 acres of farmland. Nicholas has 510 acres of farmland less than Olivia.,Olivia has 824 acres of farmland. Nicholas has 616 acres of farmland less than Olivia.,Olivia has 718 acres of farmland. Nicholas has 510 acres of farmland fewer than Olivia. How many acres of farmland does Nicholas have?,Olivia has 824 acres of farmland. Nicholas has 616 acres of farmland fewer than Olivia. How many acres of farmland does Nicholas have?,208,208,208,Subtraction,1
How many blenders does Christian have?,Nathan has 278 blenders. Nathan has 160 more blenders than Christian.,Nathan has 750 blenders. Nathan has 632 more blenders than Christian.,Nathan has 278 blenders. Nathan has 160 more blenders than Christian. How many blenders does Christian have?,Nathan has 750 blenders. Nathan has 632 more blenders than Christian. How many blenders does Christian have?,118,118,118,Subtraction,1
How many forks does Benjamin have in all?,Amelia has 621 forks. Amelia has 250 fewer forks than Benjamin.,Amelia has 552 forks. Amelia has 319 fewer forks than Benjamin.,Amelia has 621 forks. Amelia has 250 fewer forks than Benjamin. How many forks does Benjamin have in total?,Amelia has 552 forks. Amelia has 319 fewer forks than Benjamin. How many forks does Benjamin have in total?,871,871,871,Addition,1
How many juicers does Lucy have totaled?,Nathan has 659 juicers. Lucy has 536 fewer juicers than Nathan.,Nathan has 370 juicers. Lucy has 247 fewer juicers than Nathan.,Nathan has 659 juicers. Lucy has 536 fewer juicers than Nathan. How many juicers does Lucy have in total?,Nathan has 370 juicers. Lucy has 247 fewer juicers than Nathan. How many juicers does Lucy have in total?,123,123,123,Subtraction,1
How many gigabytes of training data does Mason have?,Sophia has 442 gigabytes of training data. Sophia has 301 gigabytes of training data more than Mason.,Sophia has 940 gigabytes of training data. Sophia has 799 gigabytes of training data more than Mason.,Sophia has 442 gigabytes of training data. Sophia has 301 gigabytes more training data than Mason. How many gigabytes of training data does Mason have?,Sophia has 940 gigabytes of training data. Sophia has 799 gigabytes more training data than Mason. How many gigabytes of training data does Mason have?,141,141,141,Subtraction,2
What is the number of small watchs that Nicholas has?,Natalie has 304 small watchs. Nicholas has 681 more small watchs than Natalie.,Natalie has 289 small watchs. Nicholas has 696 more small watchs than Natalie.,Natalie has 304 small watches. Nicholas has 681 more small watches than Natalie. What is the number of small watches that Nicholas has?,Natalie has 289 small watches. Nicholas has 696 more small watches than Natalie. What is the number of small watches that Nicholas has?,985,985,985,Addition,2
What is the number of yellow tables that Elizabeth has?,Chloe has 752 yellow tables. Elizabeth has 234 more yellow tables than Chloe.,Chloe has 228 yellow tables. Elizabeth has 758 more yellow tables than Chloe.,Chloe has 752 yellow tables. Elizabeth has 234 yellow tables more than Chloe. What is the number of yellow tables that Elizabeth has?,Chloe has 228 yellow tables. Elizabeth has 758 yellow tables more than Chloe. What is the number of yellow tables that Elizabeth has?,986,986,986,Addition,1
What is the number of large watchs that Elizabeth has?,Harper has 213 large watchs. Elizabeth has 351 more large watchs than Harper.,Harper has 295 large watchs. Elizabeth has 269 more large watchs than Harper.,Harper has 213 large watches. Elizabeth has 351 more large watches than Harper. What is the number of large watches that Elizabeth has?,Harper has 295 large watches. Elizabeth has 269 more large watches than Harper. What is the number of large watches that Elizabeth has?,564,564,564,Addition,2
How many lamps does Jonathan have in total?,Sophia has 956 lamps. Jonathan has 344 fewer lamps than Sophia.,Sophia has 980 lamps. Jonathan has 368 fewer lamps than Sophia.,Sophia has 956 lamps. Jonathan has 344 fewer lamps than Sophia. How many lamps does Jonathan have in total?,Sophia has 980 lamps. Jonathan has 368 fewer lamps than Sophia. How many lamps does Jonathan have in total?,612,612,612,Subtraction,1
How many clocks does Andrew have totaled?,Evelyn has 201 clocks. Andrew has 220 more clocks than Evelyn.,Evelyn has 303 clocks. Andrew has 118 more clocks than Evelyn.,Evelyn has 201 clocks. Andrew has 220 clocks more than Evelyn. How many clocks does Andrew have in total?,Evelyn has 303 clocks. Andrew has 118 clocks more than Evelyn. How many clocks does Andrew have in total?,421,421,421,Addition,1
How many plates does Olivia have in their collection?,Charlotte has 332 plates. Charlotte has 121 more plates than Olivia.,Charlotte has 460 plates. Charlotte has 249 more plates than Olivia.,Charlotte has 332 plates. She has 121 more plates than Olivia. How many plates does Olivia have in her collection?,Charlotte has 460 plates. She has 249 more plates than Olivia. How many plates does Olivia have in her collection?,211,211,211,Subtraction,1
How many kilowatt-hours of emergency energy reserve does Nathan have?,Benjamin has 325 kilowatt-hours of emergency energy reserve. Nathan has 504 kilowatt-hours of emergency energy reserve more than Benjamin.,Benjamin has 648 kilowatt-hours of emergency energy reserve. Nathan has 181 kilowatt-hours of emergency energy reserve more than Benjamin.,Benjamin has 325 kilowatt-hours of emergency energy reserve. Nathan has 504 kilowatt-hours more emergency energy reserve than Benjamin. How many kilowatt-hours of emergency energy reserve does Nathan have?,Benjamin has 648 kilowatt-hours of emergency energy reserve. Nathan has 181 kilowatt-hours more emergency energy reserve than Benjamin. How many kilowatt-hours of emergency energy reserve does Nathan have?,829,829,829,Addition,1
What is the number of yellow bookshelfs that Amelia has?,Olivia has 205 yellow bookshelfs. Amelia has 253 more yellow bookshelfs than Olivia.,Olivia has 192 yellow bookshelfs. Amelia has 266 more yellow bookshelfs than Olivia.,Olivia has 205 yellow bookshelves. Amelia has 253 more yellow bookshelves than Olivia. What is the number of yellow bookshelves that Amelia has?,Olivia has 192 yellow bookshelves. Amelia has 266 more yellow bookshelves than Olivia. What is the number of yellow bookshelves that Amelia has?,458,458,458,Addition,1
How many gallons of oil does Joseph have?,Joshua has 273 gallons of oil. Joseph has 216 gallons of oil more than Joshua.,Joshua has 291 gallons of oil. Joseph has 198 gallons of oil more than Joshua.,Joshua has 273 gallons of oil. Joseph has 216 gallons more oil than Joshua. How many gallons of oil does Joseph have?,Joshua has 291 gallons of oil. Joseph has 198 gallons more oil than Joshua. How many gallons of oil does Joseph have?,489,489,489,Addition,1
How many gallons of oil does Daniel have?,James has 643 gallons of oil. James has 110 gallons of oil less than Daniel.,James has 368 gallons of oil. James has 385 gallons of oil less than Daniel.,James has 643 gallons of oil. James has 110 gallons less oil than Daniel. How many gallons of oil does Daniel have?,James has 368 gallons of oil. James has 385 gallons less oil than Daniel. How many gallons of oil does Daniel have?,753,753,753,Addition,2
What is the number of small desks that Christian has?,Sofia has 668 small desks. Christian has 310 fewer small desks than Sofia.,Sofia has 729 small desks. Christian has 371 fewer small desks than Sofia.,Sofia has 668 small desks. Christian has 310 fewer small desks than Sofia. What is the number of small desks that Christian has?,Sofia has 729 small desks. Christian has 371 fewer small desks than Sofia. What is the number of small desks that Christian has?,358,358,358,Subtraction,1
What is the number of orange pots that Scarlett has?,Olivia has 757 orange pots. Scarlett has 404 fewer orange pots than Olivia.,Olivia has 713 orange pots. Scarlett has 360 fewer orange pots than Olivia.,Olivia has 757 orange pots. Scarlett has 404 fewer orange pots than Olivia. What is the number of orange pots that Scarlett has?,Olivia has 713 orange pots. Scarlett has 360 fewer orange pots than Olivia. What is the number of orange pots that Scarlett has?,353,353,353,Subtraction,1
How many pots does John have in all?,Abigail has 153 pots. John has 342 more pots than Abigail.,Abigail has 228 pots. John has 267 more pots than Abigail.,Abigail has 153 pots. John has 342 pots more than Abigail. How many pots does John have in total?,Abigail has 228 pots. John has 267 pots more than Abigail. How many pots does John have in total?,495,495,495,Addition,1
How many dollars of bitcoin does Grace have?,Logan has 192 dollars of bitcoin. Grace has 105 dollars of bitcoin more than Logan.,Logan has 108 dollars of bitcoin. Grace has 189 dollars of bitcoin more than Logan.,Logan has 192 dollars of bitcoin. Grace has 105 dollars more of bitcoin than Logan. How many dollars of bitcoin does Grace have?,Logan has 108 dollars of bitcoin. Grace has 189 dollars more of bitcoin than Logan. How many dollars of bitcoin does Grace have?,297,297,297,Addition,1
How many forks does Joshua have in all?,David has 220 forks. Joshua has 415 more forks than David.,David has 359 forks. Joshua has 276 more forks than David.,David has 220 forks. Joshua has 415 forks more than David. How many forks does Joshua have in total?,David has 359 forks. Joshua has 276 forks more than David. How many forks does Joshua have in total?,635,635,635,Addition,2
What is the number of orange toothbrushs that Sophia has?,William has 220 orange toothbrushs. William has 342 fewer orange toothbrushs than Sophia.,William has 445 orange toothbrushs. William has 117 fewer orange toothbrushs than Sophia.,William has 220 orange toothbrushes. William has 342 fewer orange toothbrushes than Sophia. What is the number of orange toothbrushes that Sophia has?,William has 445 orange toothbrushes. William has 117 fewer orange toothbrushes than Sophia. What is the number of orange toothbrushes that Sophia has?,562,562,562,Addition,1
How many keyboards does Evelyn have totaled?,John has 965 keyboards. John has 112 more keyboards than Evelyn.,John has 990 keyboards. John has 137 more keyboards than Evelyn.,John has 965 keyboards. John has 112 more keyboards than Evelyn. How many keyboards does Evelyn have in total?,John has 990 keyboards. John has 137 more keyboards than Evelyn. How many keyboards does Evelyn have in total?,853,853,853,Subtraction,1
